"","SITE","DATE","TIME","AMPM","SPECIES","COUNT","ANTLERED","YOUNG","DATE_TIME"
"657","PM7",2016-06-20,"11:55","AM","deer",1,0,0,2016-06-20 11:55:00
"658","PM7",2016-06-20,"9:03","PM","deer",1,0,0,2016-06-20 21:03:00
"659","PM7",2016-06-21,"8:00","AM","deer",1,0,0,2016-06-21 08:00:00
"660","PM7",2016-06-21,"4:05","PM","deer",1,0,0,2016-06-21 16:05:00
"661","PM7",2016-06-22,"8:40","AM","deer",1,0,0,2016-06-22 08:40:00
"662","PM7",2016-06-24,"12:00","AM","deer",1,0,0,2016-06-24 00:00:00
"663","PM7",2016-06-25,"12:46","PM","deer",1,0,0,2016-06-25 12:46:00
"664","PM7",2016-06-25,"12:46","PM","deer",1,0,0,2016-06-25 12:46:00
"665","PM7",2016-06-25,"5:39","PM","deer",1,0,0,2016-06-25 17:39:00
"666","PM7",2016-06-26,"8:49","AM","deer",1,0,0,2016-06-26 08:49:00
"667","PM7",2016-06-26,"8:55","AM","deer",1,0,0,2016-06-26 08:55:00
"668","PM7",2016-06-26,"8:56","AM","deer",1,0,0,2016-06-26 08:56:00
"669","PM7",2016-06-27,"6:59","PM","deer",1,0,0,2016-06-27 18:59:00
"670","PM7",2016-06-27,"8:09","AM","deer",1,0,0,2016-06-27 08:09:00
"671","PM7",2016-06-27,"5:00","PM","deer",1,0,0,2016-06-27 17:00:00
"672","PM7",2016-06-27,"5:43","PM","deer",1,0,0,2016-06-27 17:43:00
"673","PM7",2016-07-04,"10:46","AM","deer",1,0,0,2016-07-04 10:46:00
"674","PM7",2016-07-04,"10:46","AM","deer",1,0,0,2016-07-04 10:46:00
"675","PM7",2016-07-05,"7:26","AM","deer",1,0,0,2016-07-05 07:26:00
"676","PM7",2016-07-08,"12:06","PM","deer",1,0,0,2016-07-08 12:06:00
"677","PM7",2016-07-08,"4:58","PM","deer",1,0,0,2016-07-08 16:58:00
"678","PM7",2016-07-09,"8:59","AM","deer",1,0,0,2016-07-09 08:59:00
"679","PM7",2016-07-09,"1:43","PM","deer",1,0,0,2016-07-09 13:43:00
"680","PM7",2016-07-12,"7:33","AM","deer",1,0,0,2016-07-12 07:33:00
"681","PM7",2016-07-17,"2:53","PM","deer",1,0,0,2016-07-17 14:53:00
"682","PM7",2016-07-17,"2:53","PM","deer",1,0,0,2016-07-17 14:53:00
"683","PM7",2016-07-17,"2:54","PM","deer",1,0,0,2016-07-17 14:54:00
"684","PM7",2016-07-17,"5:59","PM","deer",1,0,0,2016-07-17 17:59:00
"685","PM7",2016-07-18,"1:23","AM","deer",1,0,0,2016-07-18 01:23:00
"687","PM7",2016-07-19,"7:13","PM","deer",2,0,1,2016-07-19 19:13:00
"688","PM7",2016-07-19,"7:16","PM","deer",1,1,0,2016-07-19 19:16:00
"689","PM7",2016-07-20,"9:19","AM","deer",1,0,0,2016-07-20 09:19:00
"690","PM7",2016-07-21,"9:14","AM","deer",1,0,0,2016-07-21 09:14:00
"691","PM7",2016-07-23,"6:17","PM","deer",1,0,1,2016-07-23 18:17:00
"692","PM7",2016-07-27,"8:37","AM","deer",2,0,2,2016-07-27 08:37:00
"693","PM7",2016-07-27,"12:32","PM","deer",1,0,0,2016-07-27 12:32:00
"694","PM7",2016-07-28,"2:07","PM","deer",1,0,0,2016-07-28 14:07:00
"695","PM7",2016-07-31,"11:37","AM","deer",2,0,2,2016-07-31 11:37:00
"696","PM7",2016-07-31,"11:41","AM","deer",1,0,0,2016-07-31 11:41:00
"698","PM7",2016-08-01,"6:35","AM","deer",1,0,0,2016-08-01 06:35:00
"699","PM7",2016-08-02,"9:57","AM","deer",1,0,0,2016-08-02 09:57:00
"700","PM7",2016-08-02,"3:13","PM","deer",1,0,0,2016-08-02 15:13:00
"701","PM7",2016-08-02,"5:23","PM","deer",1,0,0,2016-08-02 17:23:00
"702","PM7",2016-08-03,"7:16","AM","deer",1,1,0,2016-08-03 07:16:00
"703","PM7",2016-08-03,"7:17","AM","deer",1,1,0,2016-08-03 07:17:00
"704","PM7",2016-08-03,"2:39","PM","deer",1,0,0,2016-08-03 14:39:00
"705","PM7",2016-08-06,"4:13","PM","deer",1,0,0,2016-08-06 16:13:00
"706","PM7",2016-08-07,"6:42","AM","deer",1,0,0,2016-08-07 06:42:00
"707","PM7",2016-08-08,"9:59","AM","deer",1,0,0,2016-08-08 09:59:00
"708","PM7",2016-08-16,"8:20","AM","deer",1,0,0,2016-08-16 08:20:00
"709","PM7",2016-08-16,"8:22","AM","deer",2,0,2,2016-08-16 08:22:00
"710","PM7",2016-08-16,"8:24","AM","deer",1,0,0,2016-08-16 08:24:00
"711","PM7",2016-08-19,"5:50","PM","deer",1,0,0,2016-08-19 17:50:00
"712","PM7",2016-08-19,"5:52","PM","deer",1,0,0,2016-08-19 17:52:00
"713","PM7",2016-08-21,"7:11","PM","deer",1,0,0,2016-08-21 19:11:00
"716","PM7",2016-08-25,"12:54","PM","deer",1,0,0,2016-08-25 12:54:00
"717","PM7",2016-09-01,"6:20","PM","deer",1,0,0,2016-09-01 18:20:00
"718","PM7",2016-09-02,"2:09","PM","deer",1,0,0,2016-09-02 14:09:00
"719","PM7",2016-09-03,"7:15","AM","deer",1,0,1,2016-09-03 07:15:00
"720","PM7",2016-09-03,"4:51","PM","deer",1,0,0,2016-09-03 16:51:00
"721","PM7",2016-09-04,"5:14","PM","deer",1,0,0,2016-09-04 17:14:00
"722","PM7",2016-09-06,"6:45","AM","deer",1,0,0,2016-09-06 06:45:00
"723","PM7",2016-09-07,"6:10","PM","deer",3,0,1,2016-09-07 18:10:00
"724","PM7",2016-09-07,"6:10","PM","deer",1,0,0,2016-09-07 18:10:00
"725","PM7",2016-09-10,"2:39","AM","deer",1,0,0,2016-09-10 02:39:00
"726","PM7",2016-09-11,"7:11","AM","deer",1,0,0,2016-09-11 07:11:00
"727","PM7",2016-09-11,"7:12","AM","deer",2,0,1,2016-09-11 07:12:00
"728","PM7",2016-09-12,"7:48","AM","deer",1,0,0,2016-09-12 07:48:00
"729","PM7",2016-09-12,"7:48","AM","deer",2,0,1,2016-09-12 07:48:00
"730","PM7",2016-09-12,"8:02","AM","deer",3,0,1,2016-09-12 08:02:00
"731","PM7",2016-09-12,"8:02","AM","deer",1,0,0,2016-09-12 08:02:00
"732","PM7",2016-09-12,"8:03","AM","deer",1,0,0,2016-09-12 08:03:00
"733","PM7",2016-09-12,"7:54","PM","deer",1,1,0,2016-09-12 19:54:00
"734","PM7",2016-09-12,"7:55","PM","deer",2,1,0,2016-09-12 19:55:00
"735","PM7",2016-09-15,"4:01","PM","deer",1,0,0,2016-09-15 16:01:00
"736","PM7",2016-09-16,"7:14","AM","deer",1,0,0,2016-09-16 07:14:00
"737","PM7",2016-09-18,"2:48","AM","deer",1,0,0,2016-09-18 02:48:00
"738","PM7",2016-09-21,"4:57","AM","deer",1,0,0,2016-09-21 04:57:00
"739","PM7",2016-09-21,"1:55","PM","deer",1,1,0,2016-09-21 13:55:00
"740","PM7",2016-09-21,"4:10","PM","deer",1,0,0,2016-09-21 16:10:00
"741","PM7",2016-09-22,"2:25","PM","deer",1,0,0,2016-09-22 14:25:00
"742","PM7",2016-09-24,"8:34","AM","deer",1,0,0,2016-09-24 08:34:00
"743","PM7",2016-09-24,"8:36","AM","deer",1,0,0,2016-09-24 08:36:00
"744","PM7",2016-09-24,"6:38","PM","deer",2,0,0,2016-09-24 18:38:00
"745","PM7",2016-09-24,"6:39","PM","deer",1,0,0,2016-09-24 18:39:00
"746","PM7",2016-09-24,"6:48","PM","deer",1,0,0,2016-09-24 18:48:00
"747","PM7",2016-09-25,"5:03","AM","deer",1,0,0,2016-09-25 05:03:00
"748","PM7",2016-09-26,"7:22","AM","deer",1,0,0,2016-09-26 07:22:00
"749","PM7",2016-09-26,"9:14","PM","deer",1,0,0,2016-09-26 21:14:00
"750","PM7",2016-09-27,"1:22","AM","deer",1,0,0,2016-09-27 01:22:00
"751","PM7",2016-09-27,"7:47","PM","deer",1,0,0,2016-09-27 19:47:00
"752","PM7",2016-09-28,"9:26","AM","deer",1,0,0,2016-09-28 09:26:00
"753","PM7",2016-09-29,"7:38","AM","deer",1,0,0,2016-09-29 07:38:00
"754","PM7",2016-09-29,"7:41","AM","deer",1,0,0,2016-09-29 07:41:00
"755","PM7",2016-09-29,"7:43","AM","deer",1,0,0,2016-09-29 07:43:00
"756","PM7",2016-09-29,"6:20","PM","deer",1,0,0,2016-09-29 18:20:00
"757","PM8",2016-09-22,"7:55","PM","deer",1,0,0,2016-09-22 19:55:00
"759","PM8",2016-09-21,"10:55","AM","deer",1,1,0,2016-09-21 10:55:00
"760","PM8",2016-09-21,"10:49","AM","deer",1,0,0,2016-09-21 10:49:00
"762","PM8",2016-09-19,"7:32","AM","deer",1,0,0,2016-09-19 07:32:00
"763","PM8",2016-09-18,"10:28","AM","deer",1,0,0,2016-09-18 10:28:00
"764","PM8",2016-09-17,"12:48","AM","deer",1,0,0,2016-09-17 00:48:00
"765","PM8",2016-09-16,"10:11","PM","deer",2,0,0,2016-09-16 22:11:00
"766","PM8",2016-09-16,"12:02","AM","deer",1,0,0,2016-09-16 00:02:00
"767","PM8",2016-09-15,"12:29","AM","deer",1,0,0,2016-09-15 00:29:00
"768","PM8",2016-09-15,"12:28","AM","deer",1,0,0,2016-09-15 00:28:00
"769","PM8",2016-09-14,"7:20","AM","deer",1,0,0,2016-09-14 07:20:00
"770","PM8",2016-09-14,"7:19","AM","deer",1,0,0,2016-09-14 07:19:00
"771","PM8",2016-09-14,"7:16","AM","deer",3,0,0,2016-09-14 07:16:00
"772","PM8",2016-09-14,"7:15","AM","deer",3,0,0,2016-09-14 07:15:00
"773","PM8",2016-09-13,"8:00","PM","deer",1,0,0,2016-09-13 20:00:00
"774","PM8",2016-09-13,"4:16","AM","deer",1,0,0,2016-09-13 04:16:00
"775","PM8",2016-09-13,"4:00","AM","deer",1,0,0,2016-09-13 04:00:00
"776","PM8",2016-09-13,"3:41","AM","deer",1,0,0,2016-09-13 03:41:00
"777","PM8",2016-09-11,"8:08","PM","deer",1,0,0,2016-09-11 20:08:00
"778","PM8",2016-09-11,"12:40","AM","deer",1,0,0,2016-09-11 00:40:00
"779","PM8",2016-09-10,"9:55","AM","deer",1,0,0,2016-09-10 09:55:00
"780","PM8",2016-09-10,"9:54","AM","deer",3,0,0,2016-09-10 09:54:00
"781","PM8",2016-09-10,"1:42","AM","deer",1,0,0,2016-09-10 01:42:00
"782","PM8",2016-09-10,"1:40","AM","deer",2,0,0,2016-09-10 01:40:00
"783","PM8",2016-09-08,"9:03","AM","deer",1,0,0,2016-09-08 09:03:00
"784","PM8",2016-09-07,"9:37","AM","deer",1,0,0,2016-09-07 09:37:00
"785","PM8",2016-09-07,"9:32","AM","deer",1,0,0,2016-09-07 09:32:00
"786","PM8",2016-09-07,"7:16","AM","deer",1,0,0,2016-09-07 07:16:00
"787","PM8",2016-09-05,"9:12","AM","deer",1,0,0,2016-09-05 09:12:00
"788","PM8",2016-09-05,"7:18","AM","deer",1,0,0,2016-09-05 07:18:00
"789","PM8",2016-09-04,"7:48","PM","deer",1,0,0,2016-09-04 19:48:00
"790","PM8",2016-09-04,"1:16","AM","deer",1,0,0,2016-09-04 01:16:00
"792","PM8",2016-08-31,"7:30","AM","deer",1,0,0,2016-08-31 07:30:00
"793","PM8",2016-08-31,"7:29","AM","deer",1,0,0,2016-08-31 07:29:00
"794","PM8",2016-08-30,"10:46","PM","deer",1,0,0,2016-08-30 22:46:00
"795","PM8",2016-08-30,"2:39","AM","deer",1,0,0,2016-08-30 02:39:00
"796","PM8",2016-08-28,"6:24","AM","deer",1,0,0,2016-08-28 06:24:00
"797","PM8",2016-08-26,"8:02","PM","deer",1,0,0,2016-08-26 20:02:00
"798","PM8",2016-08-26,"8:00","PM","deer",1,0,0,2016-08-26 20:00:00
"799","PM8",2016-08-26,"7:59","PM","deer",1,0,0,2016-08-26 19:59:00
"801","PM8",2016-08-22,"6:46","AM","deer",1,1,0,2016-08-22 06:46:00
"802","PM8",2016-08-22,"6:44","AM","deer",1,0,0,2016-08-22 06:44:00
"805","PM8",2016-08-21,"12:16","AM","deer",1,0,0,2016-08-21 00:16:00
"806","PM8",2016-08-20,"5:15","AM","deer",1,0,0,2016-08-20 05:15:00
"807","PM8",2016-08-19,"5:20","AM","deer",1,0,0,2016-08-19 05:20:00
"808","PM8",2016-08-17,"12:51","AM","deer",1,0,0,2016-08-17 00:51:00
"809","PM8",2016-08-17,"12:49","AM","deer",1,0,0,2016-08-17 00:49:00
"810","PM8",2016-08-16,"10:03","PM","deer",1,0,0,2016-08-16 22:03:00
"811","PM8",2016-08-16,"7:21","AM","deer",1,0,1,2016-08-16 07:21:00
"812","PM8",2016-08-16,"7:18","AM","deer",2,0,2,2016-08-16 07:18:00
"813","PM8",2016-08-16,"7:17","AM","deer",2,0,2,2016-08-16 07:17:00
"814","PM8",2016-08-16,"7:15","AM","deer",2,0,2,2016-08-16 07:15:00
"815","PM8",2016-08-16,"7:13","AM","deer",1,0,1,2016-08-16 07:13:00
"816","PM8",2016-08-16,"7:12","AM","deer",1,0,1,2016-08-16 07:12:00
"817","PM8",2016-08-16,"7:11","AM","deer",2,0,1,2016-08-16 07:11:00
"818","PM8",2016-08-16,"7:09","AM","deer",1,0,0,2016-08-16 07:09:00
"819","PM8",2016-08-16,"12:23","AM","deer",1,0,0,2016-08-16 00:23:00
"820","PM8",2016-08-15,"6:22","AM","deer",1,0,0,2016-08-15 06:22:00
"821","PM8",2016-08-14,"11:59","PM","deer",1,0,0,2016-08-14 23:59:00
"822","PM8",2016-08-14,"12:56","PM","deer",1,0,1,2016-08-14 12:56:00
"823","PM8",2016-08-14,"7:05","AM","deer",1,0,0,2016-08-14 07:05:00
"824","PM8",2016-08-13,"9:05","PM","deer",1,0,0,2016-08-13 21:05:00
"828","PM8",2016-08-11,"10:16","PM","deer",1,0,0,2016-08-11 22:16:00
"829","PM8",2016-08-08,"3:19","PM","deer",1,1,0,2016-08-08 15:19:00
"830","PM8",2016-06-27,"5:13","AM","deer",1,0,0,2016-06-27 05:13:00
"831","PM9",2016-09-28,"8:39","AM","deer",1,0,0,2016-09-28 08:39:00
"832","PM9",2016-09-25,"7:09","PM","deer",1,0,0,2016-09-25 19:09:00
"833","PM9",2016-09-25,"7:06","PM","deer",1,0,0,2016-09-25 19:06:00
"834","PM9",2016-09-24,"7:55","AM","deer",1,0,0,2016-09-24 07:55:00
"835","PM9",2016-09-23,"7:48","AM","deer",1,0,0,2016-09-23 07:48:00
"836","PM9",2016-09-23,"7:47","AM","deer",1,0,0,2016-09-23 07:47:00
"837","PM9",2016-09-22,"4:21","PM","deer",1,0,0,2016-09-22 16:21:00
"838","PM9",2016-09-20,"7:30","PM","deer",1,0,0,2016-09-20 19:30:00
"839","PM9",2016-09-19,"7:25","PM","deer",1,0,0,2016-09-19 19:25:00
"840","PM9",2016-09-16,"7:51","PM","deer",1,0,0,2016-09-16 19:51:00
"841","PM9",2016-09-14,"12:55","AM","deer",1,0,0,2016-09-14 00:55:00
"842","PM9",2016-09-13,"7:56","PM","deer",1,0,0,2016-09-13 19:56:00
"843","PM9",2016-09-13,"7:53","PM","deer",2,0,0,2016-09-13 19:53:00
"844","PM9",2016-09-13,"7:51","PM","deer",1,0,1,2016-09-13 19:51:00
"845","PM9",2016-09-13,"7:18","PM","deer",1,0,0,2016-09-13 19:18:00
"846","PM9",2016-09-13,"7:17","PM","deer",1,0,0,2016-09-13 19:17:00
"847","PM9",2016-09-13,"10:48","AM","deer",1,0,1,2016-09-13 10:48:00
"848","PM9",2016-09-13,"10:47","AM","deer",1,0,0,2016-09-13 10:47:00
"849","PM9",2016-09-12,"8:33","PM","deer",1,0,0,2016-09-12 20:33:00
"850","PM9",2016-08-23,"6:41","AM","deer",1,0,0,2016-08-23 06:41:00
"851","PM9",2016-08-22,"7:20","PM","deer",1,0,0,2016-08-22 19:20:00
"852","PM9",2016-08-21,"7:17","PM","deer",1,0,0,2016-08-21 19:17:00
"853","PM9",2016-08-21,"5:43","PM","deer",1,0,0,2016-08-21 17:43:00
"854","PM9",2016-08-20,"5:08","PM","deer",1,0,0,2016-08-20 17:08:00
"855","PM9",2016-08-20,"8:22","AM","deer",1,0,0,2016-08-20 08:22:00
"856","PM9",2016-08-20,"8:21","AM","deer",1,0,0,2016-08-20 08:21:00
"857","PM9",2016-08-20,"8:19","AM","deer",1,0,0,2016-08-20 08:19:00
"858","PM9",2016-08-18,"8:05","PM","deer",1,0,0,2016-08-18 20:05:00
"859","PM9",2016-08-11,"9:00","PM","deer",1,0,0,2016-08-11 21:00:00
"860","PM9",2016-07-23,"9:20","PM","deer",1,0,0,2016-07-23 21:20:00
"861","PM9",2016-07-18,"1:11","AM","deer",1,0,0,2016-07-18 01:11:00
"862","PM9",2016-07-17,"8:34","PM","deer",1,0,0,2016-07-17 20:34:00
"863","PM9",2016-07-16,"8:14","PM","deer",2,0,0,2016-07-16 20:14:00
"864","PM9",2016-07-16,"8:12","PM","deer",1,0,0,2016-07-16 20:12:00
"865","PM9",2016-07-03,"10:11","AM","deer",1,0,0,2016-07-03 10:11:00
"866","PM9",2016-06-26,"2:05","PM","deer",1,0,0,2016-06-26 14:05:00
"867","PM9",2016-06-23,"7:44","PM","deer",1,0,0,2016-06-23 19:44:00
"868","PM10",2016-08-25,"8:47","PM","deer",1,0,0,2016-08-25 20:47:00
"869","PM10",2016-06-27,"3:53","PM","deer",1,0,0,2016-06-27 15:53:00
"870","PM10",2016-06-27,"3:53","PM","deer",1,0,0,2016-06-27 15:53:00
"871","PM10",2016-06-27,"3:52","PM","deer",1,0,0,2016-06-27 15:52:00
"872","PM10",2016-06-26,"9:25","AM","deer",1,0,0,2016-06-26 09:25:00
"873","PM10",2016-06-23,"3:39","PM","deer",1,0,0,2016-06-23 15:39:00
"874","PM11",2016-06-25,"8:56","AM","deer",1,0,0,2016-06-25 08:56:00
"875","PM11",2016-07-11,"11:23","AM","deer",1,0,0,2016-07-11 11:23:00
"876","PM11",2016-07-11,"11:25","AM","deer",1,0,0,2016-07-11 11:25:00
"877","PM11",2016-07-14,"8:22","AM","deer",1,0,0,2016-07-14 08:22:00
"878","PM11",2016-08-01,"9:52","AM","deer",1,0,0,2016-08-01 09:52:00
"879","PM11",2016-08-01,"3:42","PM","deer",1,0,0,2016-08-01 15:42:00
"880","PM11",2016-08-02,"2:22","AM","deer",1,0,0,2016-08-02 02:22:00
"881","PM11",2016-08-05,"3:06","PM","deer",1,0,0,2016-08-05 15:06:00
"882","PM11",2016-08-09,"6:43","PM","deer",1,0,0,2016-08-09 18:43:00
"883","PM11",2016-08-17,"4:12","PM","deer",1,0,0,2016-08-17 16:12:00
"884","PM11",2016-08-17,"8:03","PM","deer",1,0,0,2016-08-17 20:03:00
"885","PM11",2016-08-18,"5:06","PM","deer",3,0,1,2016-08-18 17:06:00
"886","PM11",2016-08-18,"5:07","PM","deer",2,0,0,2016-08-18 17:07:00
"887","PM11",2016-08-19,"3:14","PM","deer",1,0,0,2016-08-19 15:14:00
"888","PM11",2016-08-24,"8:08","AM","deer",1,0,0,2016-08-24 08:08:00
"889","PM11",2016-09-23,"6:02","PM","deer",1,0,0,2016-09-23 18:02:00
"890","PM11",2016-09-23,"6:04","PM","deer",1,0,0,2016-09-23 18:04:00
"891","PM11",2016-09-23,"6:04","PM","deer",1,0,0,2016-09-23 18:04:00
"892","PM11",2016-09-24,"9:50","AM","deer",1,0,0,2016-09-24 09:50:00
"893","PM11",2016-09-25,"6:45","AM","deer",1,0,0,2016-09-25 06:45:00
"894","PM11",2016-09-25,"6:45","AM","deer",2,0,0,2016-09-25 06:45:00
"895","PM11",2016-09-26,"8:35","AM","deer",1,0,0,2016-09-26 08:35:00
"896","PM11",2016-09-26,"8:40","AM","deer",1,0,0,2016-09-26 08:40:00
"897","PM11",2016-09-27,"8:38","AM","deer",2,0,0,2016-09-27 08:38:00
"898","PM11",2016-09-27,"10:04","AM","deer",1,0,0,2016-09-27 10:04:00
"899","PM11",2016-09-27,"11:47","AM","deer",1,0,0,2016-09-27 11:47:00
"900","PM11",2016-09-27,"11:55","AM","deer",1,0,0,2016-09-27 11:55:00
"901","PM11",2016-09-27,"7:06","PM","deer",1,0,0,2016-09-27 19:06:00
"902","PM11",2016-09-28,"6:19","AM","deer",1,0,0,2016-09-28 06:19:00
"903","PM11",2016-09-28,"6:25","AM","deer",1,0,0,2016-09-28 06:25:00
"904","PM12",2016-08-10,"5:44","AM","deer",1,0,0,2016-08-10 05:44:00
"905","PM12",2016-08-13,"1:20","AM","deer",1,0,0,2016-08-13 01:20:00
"906","PM12",2016-08-13,"4:51","AM","deer",1,0,0,2016-08-13 04:51:00
"907","PM12",2016-08-13,"6:04","AM","deer",1,0,0,2016-08-13 06:04:00
"908","PM12",2016-08-13,"6:09","AM","deer",2,0,0,2016-08-13 06:09:00
"909","PM12",2016-08-13,"4:38","PM","deer",1,0,0,2016-08-13 16:38:00
"910","PM12",2016-08-15,"3:42","AM","deer",1,0,0,2016-08-15 03:42:00
"911","PM12",2016-08-15,"5:12","AM","deer",1,0,0,2016-08-15 05:12:00
"912","PM12",2016-08-16,"3:14","AM","deer",3,0,0,2016-08-16 03:14:00
"913","PM12",2016-08-16,"3:18","AM","deer",2,0,0,2016-08-16 03:18:00
"914","PM12",2016-08-16,"4:59","AM","deer",1,0,0,2016-08-16 04:59:00
"915","PM12",2016-08-10,"6:04","AM","deer",1,0,0,2016-08-10 06:04:00
"916","PM12",2016-08-16,"5:08","AM","deer",2,0,0,2016-08-16 05:08:00
"917","PM12",2016-08-16,"5:50","AM","deer",1,0,0,2016-08-16 05:50:00
"918","PM12",2016-08-16,"5:52","AM","deer",1,0,0,2016-08-16 05:52:00
"919","PM12",2016-08-17,"1:59","AM","deer",1,0,0,2016-08-17 01:59:00
"920","PM12",2016-08-17,"5:01","AM","deer",1,0,0,2016-08-17 05:01:00
"921","PM12",2016-08-17,"5:31","AM","deer",1,0,0,2016-08-17 05:31:00
"922","PM12",2016-08-17,"5:48","AM","deer",1,0,0,2016-08-17 05:48:00
"923","PM12",2016-08-18,"2:04","AM","deer",1,0,0,2016-08-18 02:04:00
"924","PM12",2016-08-18,"2:05","AM","deer",1,0,0,2016-08-18 02:05:00
"925","PM12",2016-08-18,"3:25","AM","deer",2,0,0,2016-08-18 03:25:00
"926","PM12",2016-08-10,"6:18","AM","deer",3,0,0,2016-08-10 06:18:00
"927","PM12",2016-08-18,"5:42","AM","deer",1,0,0,2016-08-18 05:42:00
"928","PM12",2016-08-19,"12:05","AM","deer",1,0,0,2016-08-19 00:05:00
"929","PM12",2016-08-19,"11:36","PM","deer",1,0,0,2016-08-19 23:36:00
"930","PM12",2016-08-19,"11:39","PM","deer",1,0,0,2016-08-19 23:39:00
"931","PM12",2016-08-19,"11:40","PM","deer",1,0,0,2016-08-19 23:40:00
"932","PM12",2016-08-20,"3:46","AM","deer",2,0,0,2016-08-20 03:46:00
"933","PM12",2016-08-20,"3:53","AM","deer",1,0,0,2016-08-20 03:53:00
"934","PM12",2016-08-21,"1:43","AM","deer",1,0,0,2016-08-21 01:43:00
"935","PM12",2016-08-21,"5:02","AM","deer",2,0,0,2016-08-21 05:02:00
"936","PM12",2016-08-21,"6:50","AM","deer",1,0,0,2016-08-21 06:50:00
"937","PM12",2016-08-10,"6:20","AM","deer",4,0,0,2016-08-10 06:20:00
"938","PM12",2016-08-22,"1:51","AM","deer",1,0,0,2016-08-22 01:51:00
"939","PM12",2016-08-22,"3:42","AM","deer",1,0,0,2016-08-22 03:42:00
"940","PM12",2016-08-22,"5:30","AM","deer",1,0,0,2016-08-22 05:30:00
"941","PM12",2016-08-22,"5:39","AM","deer",1,0,0,2016-08-22 05:39:00
"942","PM12",2016-08-23,"5:06","AM","deer",1,0,0,2016-08-23 05:06:00
"943","PM12",2016-08-23,"6:39","AM","deer",1,0,0,2016-08-23 06:39:00
"944","PM12",2016-08-11,"12:52","AM","deer",1,0,0,2016-08-11 00:52:00
"945","PM12",2016-08-11,"3:08","AM","deer",1,0,0,2016-08-11 03:08:00
"946","PM12",2016-08-11,"11:15","AM","deer",1,0,0,2016-08-11 11:15:00
"947","PM12",2016-08-11,"11:35","AM","deer",1,0,0,2016-08-11 11:35:00
"948","PM12",2016-08-12,"5:54","AM","deer",1,0,0,2016-08-12 05:54:00
"949","PM12",2016-07-28,"12:13","AM","deer",1,0,0,2016-07-28 00:13:00
"950","PM12",2016-07-28,"7:49","PM","deer",2,0,1,2016-07-28 19:49:00
"951","PM12",2016-08-06,"6:30","PM","deer",1,0,1,2016-08-06 18:30:00
"952","PM12",2016-08-06,"6:40","PM","deer",1,0,0,2016-08-06 18:40:00
"953","PM12",2016-08-06,"6:45","PM","deer",1,0,0,2016-08-06 18:45:00
"954","PM12",2016-08-07,"2:45","AM","deer",1,0,0,2016-08-07 02:45:00
"955","PM12",2016-08-07,"5:12","AM","deer",1,0,0,2016-08-07 05:12:00
"956","PM12",2016-08-07,"5:26","AM","deer",1,0,0,2016-08-07 05:26:00
"957","PM12",2016-08-07,"6:32","AM","deer",1,0,1,2016-08-07 06:32:00
"958","PM12",2016-08-07,"6:33","AM","deer",3,0,3,2016-08-07 06:33:00
"959","PM12",2016-08-07,"8:34","AM","deer",1,0,0,2016-08-07 08:34:00
"960","PM12",2016-08-07,"8:55","PM","deer",2,0,0,2016-08-07 20:55:00
"961","PM12",2016-07-28,"7:50","PM","deer",2,0,1,2016-07-28 19:50:00
"962","PM12",2016-08-07,"11:26","PM","deer",1,0,0,2016-08-07 23:26:00
"963","PM12",2016-08-08,"3:03","AM","deer",2,0,1,2016-08-08 03:03:00
"964","PM12",2016-08-08,"3:19","AM","deer",1,0,0,2016-08-08 03:19:00
"965","PM12",2016-08-08,"3:35","AM","deer",1,1,0,2016-08-08 03:35:00
"966","PM12",2016-08-08,"6:26","AM","deer",1,0,0,2016-08-08 06:26:00
"967","PM12",2016-08-08,"7:46","PM","deer",3,0,1,2016-08-08 19:46:00
"968","PM12",2016-08-08,"7:47","PM","deer",1,0,0,2016-08-08 19:47:00
"969","PM12",2016-08-08,"7:48","PM","deer",2,0,1,2016-08-08 19:48:00
"970","PM12",2016-08-08,"9:19","PM","deer",2,0,1,2016-08-08 21:19:00
"971","PM12",2016-08-09,"1:44","AM","deer",1,0,0,2016-08-09 01:44:00
"972","PM12",2016-07-28,"7:51","PM","deer",2,1,0,2016-07-28 19:51:00
"973","PM12",2016-08-09,"2:58","AM","deer",3,0,0,2016-08-09 02:58:00
"974","PM12",2016-07-28,"7:52","PM","deer",2,2,0,2016-07-28 19:52:00
"975","PM12",2016-07-28,"7:56","PM","deer",1,0,0,2016-07-28 19:56:00
"976","PM12",2016-07-28,"8:59","PM","deer",2,0,0,2016-07-28 20:59:00
"977","PM12",2016-07-28,"9:00","PM","deer",1,0,0,2016-07-28 21:00:00
"978","PM12",2016-07-29,"3:44","AM","deer",1,0,0,2016-07-29 03:44:00
"979","PM12",2016-07-29,"6:12","AM","deer",2,0,0,2016-07-29 06:12:00
"980","PM12",2016-07-28,"2:18","AM","deer",1,0,0,2016-07-28 02:18:00
"981","PM12",2016-07-29,"6:41","AM","deer",1,0,0,2016-07-29 06:41:00
"982","PM12",2016-07-29,"6:42","AM","deer",1,0,0,2016-07-29 06:42:00
"983","PM12",2016-07-29,"6:49","AM","deer",2,0,0,2016-07-29 06:49:00
"984","PM12",2016-07-29,"6:49","AM","deer",1,0,0,2016-07-29 06:49:00
"985","PM12",2016-07-30,"5:58","AM","deer",1,0,0,2016-07-30 05:58:00
"986","PM12",2016-07-30,"6:01","AM","deer",1,0,0,2016-07-30 06:01:00
